status,spc_latin,spc_common,address,borough,latitude,longitude
Good,pyrus calleryana,callery pear,86 BELL POINT DRIVE,Brooklyn,40.61070704,-73.91533819
Good,pyrus calleryana,callery pear,175 LEONARD STREET,Brooklyn,40.70958601,-73.94702149
Good,acer saccharum,sugar maple,68 CHEEVER PLACE,Brooklyn,40.68512669,-74.00002783
Good,zelkova serrata,japanese zelkova,955 CONEY ISLAND AVENUE,Brooklyn,40.63422849,-73.9672029
Good,quercus imbricaria,shingle oak,86-016 ELIOT AVENUE,Queens,40.73008862,-73.8701977
Good,platanus x acerifolia,london planetree,114-005 159 STREET,Queens,40.68822074,-73.78819395
Fair,crataegus,hawthorn,2319 BROADWAY,Manhattan,40.78718916,-73.97751568
Good,styphnolobium japonicum,sophora,679 OCEAN PARKWAY,Brooklyn,40.63187933,-73.97169775
Good,acer platanoides,norway maple,201-036 EPSOM COURSE,Queens,40.72555462,-73.76383905
Good,gleditsia triacanthos var. inermis,honeylocust,80 POPLAR STREET,Brooklyn,40.70072054,-73.99174101
Fair,platanus x acerifolia,london planetree,471 79 STREET,Brooklyn,40.62688644,-74.02439034
Good,styphnolobium japonicum,sophora,1661 11 AVENUE,Brooklyn,40.65650823,-73.97708486
Good,acer platanoides,norway maple,48-039 OCEANIA STREET,Queens,40.75337269,-73.7712512
Fair,quercus shumardii,schumard's oak,2505 CRESTON AVENUE,Bronx,40.8630867,-73.89794429
Poor,tilia cordata,littleleaf linden,358 EAST 51 STREET,Manhattan,40.75465626,-73.96594647
Good,pyrus calleryana,callery pear,2789 SCHURZ AVENUE,Bronx,40.81418391,-73.81883557
Good,pinus resinosa,red pine,72-055 PARK DRIVE EAST,Queens,40.72345341,-73.82700633
Fair,gleditsia triacanthos var. inermis,honeylocust,220 HENDRIX STREET,Brooklyn,40.67702268,-73.89054098
Good,zelkova serrata,japanese zelkova,100-031 BELLAIRE PLACE,Queens,40.71142491,-73.74959375
Poor,prunus,cherry,355 EAST 165 STREET,Bronx,40.82837446,-73.91348041
Good,carpinus betulus,european hornbeam,59 GLENWOOD AVENUE,Staten Island,40.61788564,-74.10040577
Good,liquidambar styraciflua,sweetgum,305 LOCUST AVENUE,Bronx,40.80348157,-73.90608952
Good,pyrus calleryana,callery pear,1013 HEMLOCK STREET,Brooklyn,40.66340469,-73.86614985
Good,zelkova serrata,japanese zelkova,1876 83 STREET,Brooklyn,40.60752831,-73.99889191
Good,zelkova serrata,japanese zelkova,99 SOUTH 2 STREET,Brooklyn,40.71390841,-73.96370878
Good,acer platanoides,norway maple,521 GRANT AVENUE,Brooklyn,40.67800082,-73.86581179
Good,platanus x acerifolia,london planetree,1601 EAST 23 STREET,Brooklyn,40.61120743,-73.95036326
Good,malus,crab apple,3975 BROADWAY,Manhattan,40.84026985,-73.94030185
Good,acer saccharinum,silver maple,2701 BRAGG STREET,Brooklyn,40.58779365,-73.93359768
Good,pyrus calleryana,callery pear,100 ST MARKS PLACE,Brooklyn,40.68141975,-73.97906719
Good,magnolia,magnolia,70-054 FLEET STREET,Queens,40.71658952,-73.8474575
Fair,prunus,cherry,233-004 UNION TURNPIKE,Queens,40.73717944,-73.73842124
Good,platanus x acerifolia,london planetree,8784 20 AVENUE,Brooklyn,40.60083762,-74.00226803
Good,betula pendula,silver birch,43-013 20 ROAD,Queens,40.77369566,-73.90020216
Good,quercus bicolor,swamp white oak,590 LAFAYETTE AVENUE,Brooklyn,40.68984959,-73.95096703
Good,platanus x acerifolia,london planetree,1631 44 STREET,Brooklyn,40.63337451,-73.98173926
Good,eucommia ulmoides,hardy rubber tree,251-049 57 AVENUE,Queens,40.76215489,-73.72753763
Good,tilia cordata,littleleaf linden,732 CRESCENT STREET,Brooklyn,40.66973307,-73.86866175
Good,fraxinus pennsylvanica,green ash,114-006 135 AVENUE,Queens,40.67143223,-73.82623796
Good,juniperus virginiana,eastern redcedar,190-020 37 AVENUE,Queens,40.7623507,-73.79104593
Fair,zelkova serrata,japanese zelkova,67-029 49 AVENUE,Queens,40.7376956,-73.89655318
Good,ginkgo biloba,ginkgo,15 EAST 10 STREET,Manhattan,40.73297654,-73.99428712
Good,tilia cordata,littleleaf linden,83-025 BEVERLY ROAD,Queens,40.70781816,-73.83160416
Good,gleditsia triacanthos var. inermis,honeylocust,143 WEST 128 STREET,Manhattan,40.81065715,-73.94624174
Good,crataegus,hawthorn,364 SAND LANE,Staten Island,40.59067866,-74.06710096
Fair,platanus x acerifolia,london planetree,44-015 SKILLMAN AVENUE,Queens,40.74676823,-73.91922241
Good,crataegus,hawthorn,14-036 BEACH CHANNEL DRIVE,Queens,40.60939577,-73.75383725
Good,gleditsia triacanthos var. inermis,honeylocust,234 EAST 116 STREET,Manhattan,40.79726039,-73.93864404
Poor,pyrus calleryana,callery pear,68 SYLVIA STREET,Staten Island,40.54401202,-74.16787749
Fair,taxodium distichum,bald cypress,2 TELEPORT DRIVE,Staten Island,40.60532412,-74.18113244
Good,acer platanoides,norway maple,120-007 228 STREET,Queens,40.68781261,-73.7357805
Good,quercus palustris,pin oak,638 WEST 49 STREET,Manhattan,40.76596638,-73.99664518
Good,platanus x acerifolia,london planetree,469 78 STREET,Brooklyn,40.62768779,-74.02421008
Good,quercus palustris,pin oak,39-011 209 STREET,Queens,40.76334819,-73.77682092
Good,quercus palustris,pin oak,75-075 197 STREET,Queens,40.73115867,-73.77294617
Good,quercus phellos,willow oak,137 REGIS DRIVE,Staten Island,40.6200251,-74.15928013
Good,styphnolobium japonicum,sophora,1000 TELLER AVENUE,Bronx,40.82804931,-73.91419163
Good,fraxinus pennsylvanica,green ash,1452 EAST 13 STREET,Brooklyn,40.61409299,-73.96124941
Fair,pyrus calleryana,callery pear,118 PETER AVENUE,Staten Island,40.56467618,-74.12083739
Good,tilia cordata,littleleaf linden,31-019 37 AVENUE,Queens,40.75473632,-73.93021531
Fair,ginkgo biloba,ginkgo,590 MADISON AVENUE,Manhattan,40.76212551,-73.97259834
Good,gleditsia triacanthos var. inermis,honeylocust,1 PACE PLAZA,Manhattan,40.71189047,-74.00542469
Good,zelkova serrata,japanese zelkova,137-030 BROOKVILLE BOULEVARD,Queens,40.66911081,-73.73657695
Fair,malus,crab apple,17 DE RUYTER PLACE,Staten Island,40.63137357,-74.15591661
Good,ginkgo biloba,ginkgo,392 CLINTON AVENUE,Brooklyn,40.68667354,-73.96760252
Good,tilia cordata,littleleaf linden,156 AVISTON STREET,Staten Island,40.55573733,-74.11726079
Good,platanus x acerifolia,london planetree,30-011 85 STREET,Queens,40.7610868,-73.88346738
Good,platanus x acerifolia,london planetree,718 48 STREET,Brooklyn,40.64318333,-74.0042274
Good,tilia cordata,littleleaf linden,999 EAST 43 STREET,Brooklyn,40.63067497,-73.93486439
Poor,fraxinus pennsylvanica,green ash,106-047 PINEGROVE STREET,Queens,40.69054744,-73.80586691
Good,gleditsia triacanthos var. inermis,honeylocust,228-003 146 AVENUE,Queens,40.66051681,-73.75238925
Fair,platanus x acerifolia,london planetree,281 MILTON AVENUE,Staten Island,40.5604386,-74.10799613
Fair,platanus x acerifolia,london planetree,614 HENDRIX STREET,Brooklyn,40.66652337,-73.88785708
Good,platanus x acerifolia,london planetree,239-024 66 AVENUE,Queens,40.75203351,-73.74064453
Good,gleditsia triacanthos var. inermis,honeylocust,601 1 AVENUE,Manhattan,40.74399869,-73.97319327
Good,quercus rubra,northern red oak,95-035 CULLODEN PLACE,Queens,40.68327444,-73.85754173
Good,gleditsia triacanthos var. inermis,honeylocust,394 EAST 58 STREET,Brooklyn,40.64546812,-73.92204669
Good,styphnolobium japonicum,sophora,188-018 WILLIAMSON AVENUE,Queens,40.68210547,-73.75523749
Good,quercus phellos,willow oak,2005 SEWARD AVENUE,Bronx,40.8204225,-73.8542733
Good,platanus x acerifolia,london planetree,61-022 62 STREET,Queens,40.71454986,-73.89977561
Good,zelkova serrata,japanese zelkova,69 MARTENSE STREET,Brooklyn,40.65137046,-73.95671374
Good,quercus palustris,pin oak,48-033 205 STREET,Queens,40.75225142,-73.77476038
Good,platanus x acerifolia,london planetree,12 UNDERHILL AVENUE,Brooklyn,40.68070608,-73.96458617
Good,acer saccharinum,silver maple,84 MANCHESTER DRIVE,Staten Island,40.54997535,-74.19503448
Good,pyrus calleryana,callery pear,2084 MADISON AVENUE,Manhattan,40.80971664,-73.93783099
Fair,gleditsia triacanthos var. inermis,honeylocust,1785 MONROE AVENUE,Bronx,40.84659249,-73.9064432
Good,acer platanoides 'crimson king',crimson king maple,586 WOOLLEY AVENUE,Staten Island,40.60900166,-74.141077
Fair,acer platanoides,norway maple,130-041 145 STREET,Queens,40.66937164,-73.79444536
Good,prunus,cherry,554 EAST 87 STREET,Brooklyn,40.64283535,-73.91279077
Good,styphnolobium japonicum,sophora,156 87 STREET,Brooklyn,40.62354615,-74.03505804
Good,magnolia,magnolia,390 WADSWORTH AVENUE,Manhattan,40.85671394,-73.92865165
Good,styphnolobium japonicum,sophora,882 DUMONT AVENUE,Brooklyn,40.66748289,-73.88602262
Poor,pyrus calleryana,callery pear,380 HAROLD AVENUE,Staten Island,40.53029994,-74.16422673
Good,ginkgo biloba,ginkgo,75-031 150 STREET,Queens,40.72474151,-73.81505274
Good,quercus palustris,pin oak,28-005 STEINWAY STREET,Queens,40.76521429,-73.9138027
Good,fraxinus pennsylvanica,green ash,25-058 84 STREET,Queens,40.76144196,-73.88479351
Good,ulmus parvifolia,chinese elm,239 CALHOUN AVENUE,Bronx,40.81644073,-73.81806381
Good,acer platanoides,norway maple,1227 84 STREET,Brooklyn,40.61612934,-74.01410884
Good,prunus virginiana,'schubert' chokecherry,124 MARINE WAY,Staten Island,40.56268051,-74.10153853
Fair,acer saccharum,sugar maple,593 EAST 191 STREET,Bronx,40.85901043,-73.88453946
Good,liquidambar styraciflua,sweetgum,281 GRAND AVENUE,Brooklyn,40.68799341,-73.96266125
Good,pyrus calleryana,callery pear,729 MARCY AVENUE,Staten Island,40.53921948,-74.20043401
Good,acer platanoides,norway maple,3406 TIBBETT AVENUE,Bronx,40.88354011,-73.90533375
Good,prunus,cherry,91-004 107 STREET,Queens,40.69286622,-73.83953748
Poor,chamaecyparis thyoides,atlantic white cedar,2557 RICHMOND AVENUE,Staten Island,40.58550023,-74.16859706
Good,ulmus parvifolia,chinese elm,208 CUBA AVENUE,Staten Island,40.56295957,-74.10900373
Good,ulmus americana,american elm,139-096 35 AVENUE,Queens,40.76584585,-73.82407435
Fair,ulmus americana,american elm,310 WEST 103 STREET,Manhattan,40.79999935,-73.97081738
Good,platanus x acerifolia,london planetree,5409 AVENUE H,Brooklyn,40.63317224,-73.92412695
Good,platanus x acerifolia,london planetree,1301 SPOFFORD AVENUE,Bronx,40.81474936,-73.88621286
Good,platanus x acerifolia,london planetree,209-051 33 ROAD,Queens,40.77024286,-73.77849723
Good,ginkgo biloba,ginkgo,89-036 118 STREET,Queens,40.69611457,-73.83006612
Poor,fraxinus pennsylvanica,green ash,3069 BRIGHTON 2 STREET,Brooklyn,40.57706308,-73.96511269
Good,tilia americana,american linden,2117 TOMLINSON AVENUE,Bronx,40.85554303,-73.85657312
Poor,quercus palustris,pin oak,601 WEST 41 STREET,Manhattan,40.76036595,-73.99914668
Good,ginkgo biloba,ginkgo,184 BERKELEY PLACE,Brooklyn,40.67485494,-73.97456677
Good,acer saccharinum,silver maple,320 BRINSMADE AVENUE,Bronx,40.81795183,-73.82171123
Good,gleditsia triacanthos var. inermis,honeylocust,116 LAUREL HILL TERRACE,Manhattan,40.85113727,-73.92726929
Good,platanus x acerifolia,london planetree,8102 6 AVENUE,Brooklyn,40.62354713,-74.02222244
Fair,betula pendula,silver birch,1156 MADISON STREET,Brooklyn,40.69286981,-73.91514724
Good,prunus virginiana,'schubert' chokecherry,2621 AVENUE Y,Brooklyn,40.59141077,-73.94326241
Good,gleditsia triacanthos var. inermis,honeylocust,1142 PACIFIC STREET,Brooklyn,40.67807824,-73.95423608
Good,platanus x acerifolia,london planetree,48-019 67 STREET,Queens,40.73771742,-73.89750843
Good,acer platanoides,norway maple,70-006 HARROW STREET,Queens,40.71591963,-73.85006975
Good,quercus palustris,pin oak,114-019 84 AVENUE,Queens,40.70340073,-73.83683175
Good,zelkova serrata,japanese zelkova,8202 FT HAMILTON PARKWAY,Brooklyn,40.62237941,-74.02161756
Good,fraxinus pennsylvanica,green ash,1864 77 STREET,Brooklyn,40.61117356,-73.99555254
Good,gleditsia triacanthos var. inermis,honeylocust,630 WEST 168 STREET,Manhattan,40.84160911,-73.94122612
Good,pyrus calleryana,callery pear,553 LINCOLN PLACE,Brooklyn,40.67171059,-73.95825994
Good,acer,maple,173-019 140 AVENUE,Queens,40.67131066,-73.76657832
Good,prunus cerasifera,purple-leaf plum,479 PACIFIC STREET,Brooklyn,40.68514924,-73.98219564
Good,gleditsia triacanthos var. inermis,honeylocust,1946 EAST 35 STREET,Brooklyn,40.61007079,-73.93291536
Fair,quercus palustris,pin oak,2250 PLUMB 1 STREET,Brooklyn,40.59831682,-73.93275885
Good,prunus,cherry,128-030 140 STREET,Queens,40.67156809,-73.79957411
Good,platanus x acerifolia,london planetree,1862 HENDRICKSON STREET,Brooklyn,40.61464179,-73.92946913
Good,platanus x acerifolia,london planetree,100 ALDRICH STREET,Bronx,40.87024238,-73.83172052
Good,platanus x acerifolia,london planetree,149-026 34 AVENUE,Queens,40.76753371,-73.81637903
Good,pyrus calleryana,callery pear,2235 BAY AVENUE,Brooklyn,40.61453374,-73.95140037
Good,prunus,cherry,39 HOUSTON STREET,Staten Island,40.62259578,-74.14569673
Good,pyrus calleryana,callery pear,337 RAMONA AVENUE,Staten Island,40.53896168,-74.1964389
Good,zelkova serrata,japanese zelkova,153 MILTON STREET,Brooklyn,40.7294523,-73.95492755
Good,platanus x acerifolia,london planetree,678 RUGBY ROAD,Brooklyn,40.63291933,-73.96386552
Good,morus,mulberry,1870 O'BRIEN AVENUE,Bronx,40.81106199,-73.85807978
Good,platanus x acerifolia,london planetree,60-035 MARATHON PARKWAY,Queens,40.75743557,-73.72985789
Good,prunus,cherry,50-010 BROADWAY,Queens,40.75501322,-73.91161512
Good,tilia americana,american linden,401 SIMONSON AVENUE,Staten Island,40.62621063,-74.15297388
Good,platanus x acerifolia,london planetree,7215 19 AVENUE,Brooklyn,40.61351312,-73.99244927
Good,quercus palustris,pin oak,148-039 87 AVENUE,Queens,40.70781809,-73.80829558
Good,platanus x acerifolia,london planetree,81-032 247 STREET,Queens,40.73950494,-73.72196972
Good,tilia cordata,littleleaf linden,146-046 181 STREET,Queens,40.66168919,-73.76584316
Good,pyrus calleryana,callery pear,195 WESTWOOD AVENUE,Staten Island,40.6067917,-74.11718111
Good,tilia americana,american linden,89-017 117 STREET,Queens,40.69626746,-73.83095424
Good,gleditsia triacanthos var. inermis,honeylocust,2305 SEDGWICK AVENUE,Bronx,40.86226063,-73.90924044
Good,pyrus calleryana,callery pear,719 GLENMORE AVENUE,Brooklyn,40.67515362,-73.88370649
Good,carpinus betulus,european hornbeam,550 FOOD CENTER DRIVE,Bronx,40.80553254,-73.87117009
Fair,gleditsia triacanthos var. inermis,honeylocust,264 1 STREET,Brooklyn,40.67487317,-73.98397928
Good,robinia pseudoacacia,black locust,462 PULASKI STREET,Brooklyn,40.69423824,-73.93243145
Good,quercus palustris,pin oak,1784 73 STREET,Brooklyn,40.61466375,-73.99508366
Good,quercus bicolor,swamp white oak,90 DOWNING STREET,Brooklyn,40.68326423,-73.96087341
Fair,prunus cerasifera,purple-leaf plum,22-010 BROOKHAVEN AVENUE,Queens,40.60010678,-73.75627687
Good,platanus x acerifolia,london planetree,449 BEDFORD AVENUE,Brooklyn,40.70806206,-73.96420131
Good,acer saccharum,sugar maple,246-016 THORNHILL AVENUE,Queens,40.76037088,-73.73627563
Good,acer rubrum,red maple,33 WOLCOTT AVENUE,Staten Island,40.5494954,-74.17587581
Good,prunus cerasifera,purple-leaf plum,164 JANSEN STREET,Staten Island,40.53188411,-74.17004432
Fair,quercus palustris,pin oak,870 OCEAN PARKWAY,Brooklyn,40.62697313,-73.97122796
Fair,cercis canadensis,eastern redbud,71-019 INGRAM STREET,Queens,40.71430779,-73.84742776
Good,pyrus calleryana,callery pear,58-002 HOFFMAN DRIVE,Queens,40.7333403,-73.87250364
Good,styrax japonicus,japanese snowbell,232 TROUTMAN STREET,Brooklyn,40.70236107,-73.92691343
Good,ginkgo biloba,ginkgo,5402 AVENUE S,Brooklyn,40.61324452,-73.92202703
Good,acer rubrum,red maple,152-022 119 AVENUE,Queens,40.67952961,-73.78931693
Good,acer rubrum,red maple,350 GRIMSBY STREET,Staten Island,40.57124216,-74.0965623
Good,acer rubrum,red maple,64 RYAN PLACE,Staten Island,40.52768097,-74.16683185
Good,tilia cordata,littleleaf linden,100 WEST MOSHOLU PARKWAY SOUTH,Bronx,40.88097043,-73.88926829
Good,platanus x acerifolia,london planetree,217 CARLTON AVENUE,Brooklyn,40.69116268,-73.97238459
Good,prunus,cherry,29-038 170 STREET,Queens,40.76952039,-73.79524648
Good,platanus x acerifolia,london planetree,2024 HOBART AVENUE,Bronx,40.85242951,-73.83080254
Good,ginkgo biloba,ginkgo,109-060 111 STREET,Queens,40.67854285,-73.82845609
Good,quercus rubra,northern red oak,739 EASTERN PARKWAY,Brooklyn,40.66965735,-73.94381492
Good,gleditsia triacanthos var. inermis,honeylocust,1917 76 STREET,Brooklyn,40.61124205,-73.99415713
Good,platanus x acerifolia,london planetree,7501 16 AVENUE,Brooklyn,40.61617468,-74.00076516
Good,platanus x acerifolia,london planetree,125 UNCAS AVENUE,Staten Island,40.52790788,-74.2066631
Good,pyrus calleryana,callery pear,153 CARTERET STREET,Staten Island,40.50485732,-74.24730788
Good,gleditsia triacanthos var. inermis,honeylocust,74 EAST 119 STREET,Manhattan,40.80142785,-73.94243115
Good,tilia cordata,littleleaf linden,149 ST JAMES PLACE,Brooklyn,40.68506146,-73.96404133
Good,malus,crab apple,25 BAYVIEW AVENUE,Staten Island,40.52466978,-74.20524959
Good,carpinus betulus,european hornbeam,112-020 72 DRIVE,Queens,40.7205099,-73.83710347
Good,platanus x acerifolia,london planetree,27-028 THOMSON AVENUE,Queens,40.74614095,-73.9421972
Good,platanus x acerifolia,london planetree,163-035 130 AVENUE,Queens,40.67637995,-73.77576119
Good,acer rubrum,red maple,9024 5 AVENUE,Brooklyn,40.61872477,-74.0288729
Good,fraxinus,ash,603 ROCKAWAY STREET,Staten Island,40.50252254,-74.23956958
Poor,gleditsia triacanthos var. inermis,honeylocust,2383 DAVIDSON AVENUE,Bronx,40.86113964,-73.90344983
Good,platanus x acerifolia,london planetree,245 EAST 48 STREET,Brooklyn,40.65609613,-73.93273625
Good,gleditsia triacanthos var. inermis,honeylocust,24-030 47 STREET,Queens,40.76694385,-73.90472953
Good,prunus,cherry,9112 SHORE FRONT PARKWAY,Queens,40.58438896,-73.81369496
Good,acer,maple,90 MILLS AVENUE,Staten Island,40.59498321,-74.06757785
Poor,acer platanoides,norway maple,1417 49 STREET,Brooklyn,40.63342994,-73.98938707
Fair,tilia americana,american linden,168-004 144 ROAD,Queens,40.66814713,-73.77157111
Good,prunus,cherry,155-012 114 ROAD,Queens,40.68627885,-73.79110752
Good,tilia americana,american linden,2188 REEDS MILL LANE,Bronx,40.88228174,-73.83115314
Fair,pyrus calleryana,callery pear,26 BAYVIEW LANE,Staten Island,40.51652362,-74.20313945
Fair,cercis canadensis,eastern redbud,81-008 192 STREET,Queens,40.72790311,-73.77758271
Good,pyrus calleryana,callery pear,55 KINGDOM AVENUE,Staten Island,40.53127442,-74.18898172
Good,ginkgo biloba,ginkgo,79-050 LANGDALE STREET,Queens,40.74724138,-73.70162359
Good,pyrus calleryana,callery pear,195-030 JAMAICA AVENUE,Queens,40.71316588,-73.7649948
Fair,taxodium distichum,bald cypress,88 WASHINGTON AVENUE,Brooklyn,40.69620711,-73.9675397
Good,carpinus caroliniana,american hornbeam,195-019 122 AVENUE,Queens,40.68698378,-73.7523215
Fair,metasequoia glyptostroboides,dawn redwood,2441 RICHMOND AVENUE,Staten Island,40.58836872,-74.16794447
Good,betula pendula,silver birch,378 PAGE AVENUE,Staten Island,40.51516261,-74.23254327
Good,zelkova serrata,japanese zelkova,95 NORTH 6 STREET,Brooklyn,40.71855713,-73.96028303
Good,metasequoia glyptostroboides,dawn redwood,67-057 FLEET STREET,Queens,40.71937923,-73.85481123
Good,quercus palustris,pin oak,109-030 198 STREET,Queens,40.70609776,-73.75948914
Good,platanus x acerifolia,london planetree,1945 EAST 32 STREET,Brooklyn,40.60864352,-73.93499648
Good,quercus palustris,pin oak,82-015 265 STREET,Queens,40.74173282,-73.70493988
Fair,acer saccharinum,silver maple,52 PEMBERTON AVENUE,Staten Island,40.56077146,-74.15574282
Fair,pyrus calleryana,callery pear,260 SHORE ROAD,Staten Island,40.5060089,-74.24928636
Good,acer platanoides,norway maple,1348 EAST 38 STREET,Brooklyn,40.62134151,-73.93820375
Good,pyrus calleryana,callery pear,420 EAST 63 STREET,Manhattan,40.76176839,-73.95949713
Good,prunus cerasifera,purple-leaf plum,241 COLON AVENUE,Staten Island,40.5551595,-74.1560657
Good,fraxinus pennsylvanica,green ash,609 HOLLYWOOD AVENUE,Bronx,40.82598263,-73.81804742
Good,acer palmatum,japanese maple,69-026 225 STREET,Queens,40.74377679,-73.7501669
Fair,prunus,cherry,25-005 HEALY AVENUE,Queens,40.60450091,-73.76388575
Good,quercus phellos,willow oak,137-064 KALMIA AVENUE,Queens,40.74951874,-73.81863041
Good,platanus x acerifolia,london planetree,328 CLEVELAND AVENUE,Staten Island,40.54321714,-74.14377444
Fair,pyrus calleryana,callery pear,29 DIAZ STREET,Staten Island,40.59492308,-74.07159411
Good,platanus x acerifolia,london planetree,310 1 AVENUE,Manhattan,40.73400656,-73.98045554
Good,morus,mulberry,100 EAST 146 STREET,Bronx,40.81774806,-73.93033123
Good,cercis canadensis,eastern redbud,192-023 104 AVENUE,Queens,40.70727834,-73.76485855
Good,platanus x acerifolia,london planetree,1907 WALLACE AVENUE,Bronx,40.8483143,-73.86443934
Fair,betula papyrifera,paper birch,151 MARINE WAY,Staten Island,40.56232801,-74.10066431
Good,gleditsia triacanthos var. inermis,honeylocust,436 EAST 49 STREET,Manhattan,40.75236241,-73.9647009
Good,quercus rubra,northern red oak,242 HART BOULEVARD,Staten Island,40.62896705,-74.10020916
Good,fraxinus americana,white ash,849 UNDERHILL AVENUE,Bronx,40.82279591,-73.86035855
Good,prunus cerasifera,purple-leaf plum,515 AVENUE Y,Brooklyn,40.58881924,-73.96681152
Fair,koelreuteria paniculata,golden raintree,56-029 68 STREET,Queens,40.72580713,-73.8965009
Good,gleditsia triacanthos var. inermis,honeylocust,145-098 220 STREET,Queens,40.66175469,-73.75993515
Good,quercus palustris,pin oak,4163 WICKHAM AVENUE,Bronx,40.89365177,-73.84879255
Good,quercus rubra,northern red oak,264-052 73 AVENUE,Queens,40.75477591,-73.71532159
Poor,quercus palustris,pin oak,41-040 KISSENA BOULEVARD,Queens,40.75783025,-73.82852987
Good,quercus rubra,northern red oak,145-094 184 STREET,Queens,40.66238628,-73.76227895
Good,prunus cerasifera,purple-leaf plum,78 MYRTLE AVENUE,Staten Island,40.63012026,-74.11428401
Good,fraxinus pennsylvanica,green ash,10 CARLYLE GREEN,Staten Island,40.55684942,-74.19922549
Good,cornus mas,cornelian cherry,49-009 66 STREET,Queens,40.73732292,-73.89887345
Fair,morus,mulberry,890 EAST 16 STREET,Brooklyn,40.62770509,-73.96104321
Good,gleditsia triacanthos var. inermis,honeylocust,274 PACIFIC AVENUE,Staten Island,40.5419926,-74.15836498
Good,acer saccharinum,silver maple,85-010 239 STREET,Queens,40.73319583,-73.72624545
Fair,zelkova serrata,japanese zelkova,92-045 GUY R BREWER BOULEVARD,Queens,40.7034468,-73.79593792
Good,gleditsia triacanthos var. inermis,honeylocust,79-003 262 STREET,Queens,40.74701985,-73.70970048
Good,fraxinus,ash,126-002 150 STREET,Queens,40.67282581,-73.78766162
Good,platanus x acerifolia,london planetree,101 EAST 182 STREET,Bronx,40.85667951,-73.90248806
Good,taxodium ascendens,pond cypress,1784 COLEMAN STREET,Brooklyn,40.6154838,-73.93164012
Good,koelreuteria paniculata,golden raintree,379 COLUMBIA STREET,Brooklyn,40.67899925,-74.00529108
Fair,gleditsia triacanthos var. inermis,honeylocust,124 AUTUMN AVENUE,Brooklyn,40.68717784,-73.87106748
Fair,amelanchier,serviceberry,20-012 23 STREET,Queens,40.78300406,-73.9119171
Good,cornus alternifolia,pagoda dogwood,223 RAMONA AVENUE,Staten Island,40.54009509,-74.19306149
Good,ginkgo biloba,ginkgo,1111 PARK AVENUE,Manhattan,40.78244623,-73.95530468
Good,gleditsia triacanthos var. inermis,honeylocust,1305 EAST NEW YORK AVENUE,Brooklyn,40.66862477,-73.91908391
Good,gleditsia triacanthos var. inermis,honeylocust,303 EAST 43 STREET,Manhattan,40.75058749,-73.97148825
Good,ulmus americana,american elm,209-039 34 AVENUE,Queens,40.76944465,-73.77861436
Good,acer platanoides,norway maple,86-030 94 STREET,Queens,40.69478513,-73.85127077
Good,acer platanoides,norway maple,80-001 252 STREET,Queens,40.74329627,-73.71798279
Good,pyrus calleryana,callery pear,169-007 65 AVENUE,Queens,40.73662594,-73.7998227
Good,gleditsia triacanthos var. inermis,honeylocust,96 ACACIA AVENUE,Staten Island,40.54525658,-74.15368944
Good,gleditsia triacanthos var. inermis,honeylocust,2003 WOODBINE STREET,Queens,40.70557115,-73.90359187
Good,ginkgo biloba,ginkgo,30 DELANCEY STREET,Manhattan,40.72036788,-73.99250997
Poor,gleditsia triacanthos var. inermis,honeylocust,2011 BERGEN STREET,Brooklyn,40.6742519,-73.91379469
Fair,crataegus,hawthorn,2299 BROADWAY,Manhattan,40.78631257,-73.97818948
Good,quercus acutissima,sawtooth oak,57 RICHARDS STREET,Brooklyn,40.67962817,-74.00744952
Good,platanus x acerifolia,london planetree,193-022 122 AVENUE,Queens,40.68599791,-73.7533905
Good,quercus acutissima,sawtooth oak,745 RUGBY ROAD,Brooklyn,40.63105467,-73.96338739
Good,tilia americana,american linden,217-015 GRAND CENTRAL PARKWAY,Queens,40.73026524,-73.75125343
Fair,acer saccharinum,silver maple,915 EAST 96 STREET,Brooklyn,40.64785296,-73.90628482
Fair,acer saccharum,sugar maple,25 5 AVENUE,Manhattan,40.73306244,-73.99564557
Fair,ulmus americana,american elm,284 EASTERN PARKWAY,Brooklyn,40.67084051,-73.95973819
Good,tilia cordata,littleleaf linden,54 EDGECOMBE AVENUE,Manhattan,40.81856638,-73.94674401
Good,pyrus calleryana,callery pear,5781 HYLAN BOULEVARD,Staten Island,40.5190505,-74.19800049
Good,tilia cordata,littleleaf linden,62-043 60 DRIVE,Queens,40.71612176,-73.8999758
Good,gleditsia triacanthos var. inermis,honeylocust,396 MANHATTAN AVENUE,Manhattan,40.80558601,-73.95618978
Good,platanus x acerifolia,london planetree,60-071 60 AVENUE,Queens,40.71682756,-73.90337286
Good,pyrus calleryana,callery pear,154-014 NORTHERN BOULEVARD,Queens,40.76440904,-73.81049789
Good,prunus,cherry,86-029 54 AVENUE,Queens,40.73501122,-73.87817317
Good,acer platanoides 'crimson king',crimson king maple,208-004 42 AVENUE,Queens,40.76125229,-73.7766973
Good,platanus x acerifolia,london planetree,387 LAFAYETTE AVENUE,Brooklyn,40.68909606,-73.96015462
Good,platanus x acerifolia,london planetree,80-005 252 STREET,Queens,40.74304708,-73.71827582
Good,platanus x acerifolia,london planetree,480 MOUNTAINVIEW AVENUE,Staten Island,40.59968942,-74.12487147
Good,ulmus parvifolia,chinese elm,2235 PEARSALL AVENUE,Bronx,40.85957896,-73.8522058
