status,spc_latin,spc_common,address,borough,latitude,longitude
Good,tilia cordata,littleleaf linden,145-004 21 AVENUE,Queens,40.78037219,-73.8228967
Good,ulmus pumila,siberian elm,410 RETFORD AVENUE,Staten Island,40.53346024,-74.15564101
Fair,platanus x acerifolia,london planetree,37-006 61 STREET,Queens,40.74926516,-73.90182513
Good,styphnolobium japonicum,sophora,106 EAST 117 STREET,Manhattan,40.79977378,-73.9424046
Good,quercus bicolor,swamp white oak,14-031 158 STREET,Queens,40.7882231,-73.80411532
Fair,acer platanoides,norway maple,476 EAST 187 STREET,Bronx,40.85777373,-73.89148027
Good,quercus phellos,willow oak,34 SCHENECTADY AVENUE,Brooklyn,40.6782809,-73.93293087
Good,gleditsia triacanthos var. inermis,honeylocust,136-001 BROOKVILLE BOULEVARD,Queens,40.67076163,-73.73563103
Good,pyrus calleryana,callery pear,316 ST JOHNS AVENUE,Staten Island,40.60739819,-74.07397632
Fair,pyrus calleryana,callery pear,1060 EAST 8 STREET,Brooklyn,40.6233374,-73.96787387
Fair,acer saccharum,sugar maple,1421 5 AVENUE,Manhattan,40.80092132,-73.946401
Fair,styphnolobium japonicum,sophora,222-016 MERRICK BOULEVARD,Queens,40.67811071,-73.74635925
Fair,quercus palustris,pin oak,2270 PLUMB 1 STREET,Brooklyn,40.59797456,-73.93269367
Fair,zelkova serrata,japanese zelkova,180-012 UNION TURNPIKE,Queens,40.72707807,-73.78766335
Good,tilia cordata,littleleaf linden,117-001 202 STREET,Queens,40.69506136,-73.74973009
Good,quercus rubra,northern red oak,8003 HARBOR VIEW TERRACE,Brooklyn,40.63016573,-74.0379616
Good,fraxinus pennsylvanica,green ash,153-020 SANFORD AVENUE,Queens,40.76122937,-73.8115314
Good,acer platanoides,norway maple,141-035 70 ROAD,Queens,40.72850424,-73.82345284
Good,juniperus virginiana,eastern redcedar,1414 EAST 98 STREET,Brooklyn,40.63839664,-73.89342014
Good,gleditsia triacanthos var. inermis,honeylocust,228 48 STREET,Brooklyn,40.64961395,-74.01488087
Good,platanus x acerifolia,london planetree,11-025 WATERVIEW STREET,Queens,40.60447048,-73.76781379
Fair,zelkova serrata,japanese zelkova,29 EAST 32 STREET,Manhattan,40.74633758,-73.98343818
Fair,styphnolobium japonicum,sophora,41-014 23 AVENUE,Queens,40.77020047,-73.90710776
Good,ulmus parvifolia,chinese elm,143 QUINCY STREET,Brooklyn,40.68645679,-73.95540427
Fair,quercus palustris,pin oak,147 PIERREPONT STREET,Brooklyn,40.6948555,-73.99162653
Good,halesia diptera,two-winged silverbell,12 SAGE COURT,Staten Island,40.63023705,-74.14391507
Good,fraxinus,ash,708 EAGLE AVENUE,Bronx,40.81856537,-73.90986005
Good,tilia cordata,littleleaf linden,42-016 80 STREET,Queens,40.74315195,-73.88495804
Good,pyrus calleryana,callery pear,150-006 12 ROAD,Queens,40.78982591,-73.81375313
Fair,platanus x acerifolia,london planetree,42 AUSTIN PLACE,Staten Island,40.63117448,-74.08577632
Good,gleditsia triacanthos var. inermis,honeylocust,2183 EAST 36 STREET,Brooklyn,40.60665575,-73.92756123
Fair,metasequoia glyptostroboides,dawn redwood,102 95 STREET,Brooklyn,40.61666177,-74.03775423
Good,prunus,cherry,29 FELDMEYERS LANE,Staten Island,40.58766577,-74.19364468
Good,tilia cordata,littleleaf linden,1265 FTELEY AVENUE,Bronx,40.83149269,-73.87214285
Good,quercus rubra,northern red oak,71-005 242 STREET,Queens,40.7490833,-73.73624639
Fair,gleditsia triacanthos var. inermis,honeylocust,905 EAGLE AVENUE,Bronx,40.82290446,-73.90806146
Good,quercus palustris,pin oak,215 KING STREET,Staten Island,40.53837008,-74.1526902
Good,tilia cordata,littleleaf linden,1357 OCEAN PARKWAY,Brooklyn,40.61561064,-73.96851569
Good,metasequoia glyptostroboides,dawn redwood,107 AVENUE F,Brooklyn,40.63325757,-73.97720115
Good,magnolia acuminata,cucumber magnolia,246 RUGBY ROAD,Brooklyn,40.64355085,-73.96587902
Good,zelkova serrata,japanese zelkova,141-039 247 STREET,Queens,40.66225028,-73.7368339
Good,acer,maple,164-020 CRYDERS LANE,Queens,40.78852275,-73.79770908
Fair,taxodium distichum,bald cypress,539 EAST 8 STREET,Brooklyn,40.63684161,-73.9703098
Good,acer,maple,140 GETZ AVENUE,Staten Island,40.55665661,-74.1661679
Good,platanus x acerifolia,london planetree,2130 BOGART AVENUE,Bronx,40.85530194,-73.86095901
Good,ulmus americana,american elm,1699 FULTON AVENUE,Bronx,40.8408849,-73.8987708
Fair,quercus palustris,pin oak,119-034 AUDLEY STREET,Queens,40.70902812,-73.83273968
Good,styphnolobium japonicum,sophora,150 EAST 83 STREET,Manhattan,40.77728965,-73.95655062
Good,pyrus calleryana,callery pear,657 WILCOX AVENUE,Bronx,40.82855028,-73.81536364
Good,pyrus calleryana,callery pear,144-016 72 AVENUE,Queens,40.72664224,-73.82108942
Good,pyrus calleryana,callery pear,121 STATION AVENUE,Staten Island,40.52289761,-74.22069235
Good,ginkgo biloba,ginkgo,1201 DR M L KING JR BOULEVARD,Bronx,40.83798728,-73.92768793
Good,pyrus calleryana,callery pear,74-020 64 PLACE,Queens,40.69974869,-73.89141498
Good,tilia cordata,littleleaf linden,88-015 242 STREET,Queens,40.72949812,-73.72504802
Good,acer platanoides,norway maple,144-053 JEWEL AVENUE,Queens,40.73075322,-73.82164652
Good,prunus,cherry,29 LEGION PLACE,Staten Island,40.60430792,-74.07487968
Good,malus,crab apple,1400 AVENUE S,Brooklyn,40.60332016,-73.9580009
Good,gleditsia triacanthos var. inermis,honeylocust,530 EAST 75 STREET,Manhattan,40.76798677,-73.9502389
Good,tilia cordata,littleleaf linden,202 1 AVENUE,Manhattan,40.73017836,-73.9832651
Good,zelkova serrata,japanese zelkova,98 GRAND AVENUE,Brooklyn,40.69461654,-73.96431623
Good,gleditsia triacanthos var. inermis,honeylocust,3839 HYLAN BOULEVARD,Staten Island,40.54572697,-74.14251336
Good,ulmus parvifolia,chinese elm,500 WEST 146 STREET,Manhattan,40.82602834,-73.94730514
Good,prunus,cherry,851 BARRETTO STREET,Bronx,40.81758662,-73.89036981
Good,platanus x acerifolia,london planetree,74 PORTLAND PLACE,Staten Island,40.63446539,-74.09520341
Good,fraxinus pennsylvanica,green ash,89-035 199 STREET,Queens,40.71694166,-73.76177998
Good,gleditsia triacanthos var. inermis,honeylocust,2377 ARTHUR AVENUE,Bronx,40.85511468,-73.88803082
Fair,quercus palustris,pin oak,243 4 STREET,Brooklyn,40.67261545,-73.98456211
Poor,platanus x acerifolia,london planetree,219 JEFFERSON STREET,Staten Island,40.5867686,-74.10095304
Good,pyrus calleryana,callery pear,116 MILL ROAD,Staten Island,40.56596742,-74.10893714
Good,pyrus calleryana,callery pear,126 SOUTH 1 STREET,Brooklyn,40.71406134,-73.96226317
Good,gymnocladus dioicus,kentucky coffeetree,709 BERRIMAN STREET,Brooklyn,40.66152398,-73.8735365
Good,ginkgo biloba,ginkgo,178-032 WEXFORD TERRACE,Queens,40.71346743,-73.78440429
Good,styphnolobium japonicum,sophora,255 WEST 23 STREET,Manhattan,40.74503458,-73.99767336
Good,taxodium distichum,bald cypress,243-008 147 AVENUE,Queens,40.6572051,-73.7412963
Good,platanus x acerifolia,london planetree,2646 FORD STREET,Brooklyn,40.58884606,-73.93591799
Good,metasequoia glyptostroboides,dawn redwood,108-065 42 AVENUE,Queens,40.75006479,-73.85581415
Fair,gleditsia triacanthos var. inermis,honeylocust,147-036 95 AVENUE,Queens,40.69880221,-73.80554086
Good,ginkgo biloba,ginkgo,1031 44 STREET,Brooklyn,40.64138883,-73.99501293
Good,platanus x acerifolia,london planetree,29 LORTEL AVENUE,Staten Island,40.61036607,-74.11385641
Good,prunus,cherry,114-053 172 STREET,Queens,40.69066198,-73.77743183
Good,acer rubrum,red maple,33 KENSINGTON AVENUE,Staten Island,40.59767291,-74.0779775
Fair,quercus palustris,pin oak,820 RIVERSIDE DRIVE,Manhattan,40.83551005,-73.94542747
Poor,phellodendron amurense,amur cork tree,109-005 209 STREET,Queens,40.70920514,-73.74894532
Good,platanus x acerifolia,london planetree,639 OVINGTON AVENUE,Brooklyn,40.63096625,-74.0177409
Good,platanus x acerifolia,london planetree,1510 WATERS PLACE,Bronx,40.84611273,-73.84152979
Good,prunus cerasifera,purple-leaf plum,3003 AVENUE N,Brooklyn,40.61717092,-73.94487705
Good,quercus robur,english oak,533 ASHFORD STREET,Brooklyn,40.6689566,-73.88381498
Good,zelkova serrata,japanese zelkova,502 FLUSHING AVENUE,Brooklyn,40.69925029,-73.954059
Fair,quercus rubra,northern red oak,1150 ST NICHOLAS AVENUE,Manhattan,40.84062026,-73.93887384
Good,quercus palustris,pin oak,69-053 210 STREET,Queens,40.73901275,-73.76451795
Good,tilia cordata,littleleaf linden,10-003 160 STREET,Queens,40.79245712,-73.80158414
Good,fraxinus pennsylvanica,green ash,87-018 252 STREET,Queens,40.73018362,-73.7140368
Good,carpinus caroliniana,american hornbeam,2307 HUGHES AVENUE,Bronx,40.85314065,-73.8879183
Good,cladrastis kentukea,kentucky yellowwood,800 HUTCHINSON RIVER PARKWAY SR,Bronx,40.82256511,-73.82935907
Good,prunus cerasifera,purple-leaf plum,124 PENDLETON PLACE,Staten Island,40.63883013,-74.09186404
Good,metasequoia glyptostroboides,dawn redwood,155-027 KILLARNEY STREET,Queens,40.66526013,-73.83901302
Good,parrotia persica,persian ironwood,45-029 PARSONS BOULEVARD,Queens,40.75505174,-73.81464317
Good,acer platanoides 'crimson king',crimson king maple,82 ST JOSEPHS AVENUE,Staten Island,40.63439229,-74.1418031
Good,prunus,cherry,61-049 232 STREET,Queens,40.75028193,-73.74605459
Fair,platanus x acerifolia,london planetree,7002 COLONIAL ROAD,Brooklyn,40.6365734,-74.03167572
Good,ginkgo biloba,ginkgo,21-003 44 AVENUE,Queens,40.74976251,-73.94630973
Fair,gleditsia triacanthos var. inermis,honeylocust,90-016 QUEENS BOULEVARD,Queens,40.73326664,-73.87159244
Good,acer saccharinum,silver maple,12 EAST RALEIGH AVENUE,Staten Island,40.62796671,-74.11170634
Good,platanus x acerifolia,london planetree,19 ALYSIA COURT,Staten Island,40.53742596,-74.21715268
Good,carpinus betulus,european hornbeam,34 UNION SQUARE EAST,Manhattan,40.73582521,-73.98956072
Fair,tilia cordata,littleleaf linden,458 JAMAICA AVENUE,Brooklyn,40.68344396,-73.8861341
Good,prunus cerasifera,purple-leaf plum,898 RENSSELAER AVENUE,Staten Island,40.53808999,-74.20450424
Good,morus,mulberry,1140 CLOSE AVENUE,Bronx,40.82698241,-73.88254186
Good,tilia tomentosa,silver linden,148-025 BAYSIDE AVENUE,Queens,40.77142428,-73.81802868
Good,prunus virginiana,'schubert' chokecherry,688 WOODWARD AVENUE,Queens,40.70491465,-73.90583484
Good,acer rubrum,red maple,7515 AVENUE U,Brooklyn,40.62207639,-73.90411436
Good,gleditsia triacanthos var. inermis,honeylocust,3 DOWNEY PLACE,Staten Island,40.62996205,-74.1638533
Good,tilia cordata,littleleaf linden,202 MESEROLE AVENUE,Brooklyn,40.72887903,-73.94743511
Good,platanus x acerifolia,london planetree,974 CLARKSON AVENUE,Brooklyn,40.65692677,-73.92492473
Good,quercus alba,white oak,150 BENNETT AVENUE,Manhattan,40.85470231,-73.9346271
Good,pyrus calleryana,callery pear,2937 BROADWAY,Manhattan,40.80724691,-73.96467018
Good,acer platanoides,norway maple,3591 BAINBRIDGE AVENUE,Bronx,40.88386753,-73.87756809
Fair,acer platanoides,norway maple,90-029 208 STREET,Queens,40.7180851,-73.7549085
Good,gleditsia triacanthos var. inermis,honeylocust,368 BOSCOMBE AVENUE,Staten Island,40.52447857,-74.22702587
Good,ulmus americana,american elm,260 EASTERN PARKWAY,Brooklyn,40.67107831,-73.96044289
Good,platanus x acerifolia,london planetree,2150 CHATTERTON AVENUE,Bronx,40.8281631,-73.85102972
Good,acer rubrum,red maple,51-006 199 STREET,Queens,40.74901935,-73.77958635
Good,tilia cordata,littleleaf linden,866 HUNTS POINT AVENUE,Bronx,40.8183504,-73.88888159
Good,gleditsia triacanthos var. inermis,honeylocust,84-008 106 AVENUE,Queens,40.67824927,-73.85274189
Good,prunus,cherry,248-019 DEPEW AVENUE,Queens,40.77084394,-73.74057458
Good,liriodendron tulipifera,tulip-poplar,45 BROWNELL STREET,Staten Island,40.62418723,-74.0753283
Good,platanus x acerifolia,london planetree,73-003 177 STREET,Queens,40.73043677,-73.79234037
Fair,platanus x acerifolia,london planetree,410 CLINTON STREET,Brooklyn,40.68269251,-73.99806043
Good,ginkgo biloba,ginkgo,80-037 PARK LANE,Queens,40.71088584,-73.83493077
Good,pyrus calleryana,callery pear,1251 EAST 31 STREET,Brooklyn,40.62087163,-73.94466695
Good,ulmus parvifolia,chinese elm,1405 DEAN STREET,Brooklyn,40.67649786,-73.94213953
Good,pyrus calleryana,callery pear,44 DEWHURST STREET,Staten Island,40.60003808,-74.13840013
Good,acer rubrum,red maple,94-023 53 AVENUE,Queens,40.73945526,-73.86777032
Fair,quercus palustris,pin oak,85 LORRAINE STREET,Brooklyn,40.67445965,-74.00592485
Fair,quercus palustris,pin oak,980 CRESCENT STREET,Brooklyn,40.66346123,-73.86711747
Good,cercis reniformis,oklahoma redbud,1361 TELLER AVENUE,Bronx,40.83592847,-73.90952922
Good,platanus x acerifolia,london planetree,107-038 134 STREET,Queens,40.68683307,-73.81032609
Poor,ginkgo biloba,ginkgo,1322 74 STREET,Brooklyn,40.62050241,-74.00624962
Good,koelreuteria paniculata,golden raintree,83 TEHAMA STREET,Brooklyn,40.6440356,-73.98324159
Fair,platanus x acerifolia,london planetree,48-005 186 STREET,Queens,40.74826638,-73.79217236
Good,platanus x acerifolia,london planetree,217-063 KINGSBURY AVENUE,Queens,40.73672971,-73.75277838
Good,prunus,cherry,149-039 18 AVENUE,Queens,40.78284962,-73.815267
Good,quercus palustris,pin oak,107-009 METROPOLITAN AVENUE,Queens,40.70982861,-73.8458677
Good,tilia cordata,littleleaf linden,151-006 WILLETS POINT BOULEVARD,Queens,40.77739008,-73.81238066
Good,pyrus calleryana,callery pear,1035 LONGWOOD AVENUE,Bronx,40.81620096,-73.89584802
Good,platanus x acerifolia,london planetree,34-007 36 AVENUE,Queens,40.75537687,-73.9270422
Fair,acer platanoides,norway maple,80-022 169 STREET,Queens,40.72253734,-73.79910408
Good,platanus x acerifolia,london planetree,627 DAHILL ROAD,Brooklyn,40.63235554,-73.97843169
Good,platanus x acerifolia,london planetree,301 WEST 234 STREET,Bronx,40.88347736,-73.90591979
Good,tilia americana,american linden,311 WEST 50 STREET,Manhattan,40.76272385,-73.98729652
Good,acer rubrum,red maple,1 ROCHELLE PLACE,Staten Island,40.5460583,-74.16906407
Good,acer platanoides,norway maple,649 78 STREET,Brooklyn,40.62510037,-74.0199209
Good,pyrus calleryana,callery pear,1225 TROY AVENUE,Brooklyn,40.64271794,-73.93516479
Poor,metasequoia glyptostroboides,dawn redwood,374 FAIRBANKS AVENUE,Staten Island,40.55629312,-74.12308136
Good,acer rubrum,red maple,1694 59 STREET,Brooklyn,40.62403691,-73.98913893
Fair,pinus,pine,150-072 GOETHALS AVENUE,Queens,40.71813934,-73.80915019
Poor,acer platanoides,norway maple,128-014 236 STREET,Queens,40.6819275,-73.73068701
Fair,platanus x acerifolia,london planetree,36 LAIGHT STREET,Manhattan,40.72179245,-74.00746414
Good,tilia tomentosa,silver linden,208 NORTH 5 STREET,Brooklyn,40.71548738,-73.95702898
Good,chamaecyparis pisifera,false cypress,59-057 59 PLACE,Queens,40.71728782,-73.90738323
Good,acer platanoides,norway maple,166-002 107 AVENUE,Queens,40.69938858,-73.78822483
Good,zelkova serrata,japanese zelkova,60-067 PALMETTO STREET,Queens,40.70832638,-73.8984672
Fair,gleditsia triacanthos var. inermis,honeylocust,429 LINCOLN PLACE,Brooklyn,40.6723859,-73.96202159
Fair,gleditsia triacanthos var. inermis,honeylocust,32 WEST 49 STREET,Manhattan,40.75850015,-73.97921503
Good,fraxinus pennsylvanica,green ash,2003 AVENUE J,Brooklyn,40.62582682,-73.95607562
Good,acer,maple,105-024 63 DRIVE,Queens,40.73313088,-73.85133401
Good,gleditsia triacanthos var. inermis,honeylocust,201-028 24 AVENUE,Queens,40.77605418,-73.78974021
Fair,pyrus calleryana,callery pear,2021 WEST 4 STREET,Brooklyn,40.59839544,-73.97583085
Good,tilia tomentosa,silver linden,192-015 67 AVENUE,Queens,40.73817403,-73.7808901
Good,pyrus calleryana,callery pear,85 SINCLAIR AVENUE,Staten Island,40.54888991,-74.18411746
Good,koelreuteria paniculata,golden raintree,1986 GLEASON AVENUE,Bronx,40.830916,-73.8581
Fair,quercus robur,english oak,373 ESSEX STREET,Brooklyn,40.67486379,-73.88187238
Fair,acer platanoides,norway maple,33-046 87 STREET,Queens,40.75464009,-73.8805254
Good,gleditsia triacanthos var. inermis,honeylocust,308 ELVERTON AVENUE,Staten Island,40.55721105,-74.15515714
Good,fraxinus,ash,1095 HANCOCK STREET,Brooklyn,40.6896278,-73.91379486
Good,acer saccharinum,silver maple,53-140 63 STREET,Queens,40.72786241,-73.90316449
Good,fraxinus pennsylvanica,green ash,203 CENTER STREET,Staten Island,40.57178937,-74.1418002
Good,tilia cordata,littleleaf linden,8624 19 AVENUE,Brooklyn,40.60546544,-74.00103651
Good,prunus,cherry,86-037 AVON STREET,Queens,40.71511514,-73.78153915
Good,prunus,cherry,60-006 68 STREET,Queens,40.72083554,-73.89364383
Good,acer rubrum,red maple,3525 DECATUR AVENUE,Bronx,40.87981374,-73.87216034
Good,acer platanoides,norway maple,70-014 72 PLACE,Queens,40.70603465,-73.87896572
Good,pyrus calleryana,callery pear,51-018 MARATHON PARKWAY,Queens,40.7633691,-73.73479326
Fair,quercus palustris,pin oak,320 WEST 73 STREET,Manhattan,40.78106566,-73.98545495
Good,pyrus calleryana,callery pear,541 IONIA AVENUE,Staten Island,40.53905824,-74.19054285
Good,pyrus calleryana,callery pear,138 LEE AVENUE,Staten Island,40.51341678,-74.24545478
Good,prunus cerasifera,purple-leaf plum,237-048 PARK LANE,Queens,40.77463871,-73.74851185
Good,carpinus japonica,japanese hornbeam,31 EAST 127 STREET,Manhattan,40.80714999,-73.93986434
Good,pyrus calleryana,callery pear,45-010 39 AVENUE,Queens,40.74934665,-73.91797051
Good,syringa reticulata,japanese tree lilac,1447 ZEREGA AVENUE,Bronx,40.83765159,-73.8482335
Good,platanus x acerifolia,london planetree,95-002 126 STREET,Queens,40.69402911,-73.82162643
Good,acer platanoides,norway maple,14 LEWIS PLACE,Brooklyn,40.64304408,-73.96934224
Good,ginkgo biloba,ginkgo,5005 1 AVENUE,Brooklyn,40.65010094,-74.01931835
Fair,acer platanoides,norway maple,1311 GLENWOOD ROAD,Brooklyn,40.63224927,-73.96418924
Good,quercus rubra,northern red oak,70-038 PARSONS BOULEVARD,Queens,40.73094923,-73.81071078
Fair,styphnolobium japonicum,sophora,100 EAST 30 STREET,Manhattan,40.74438801,-73.98292723
Fair,quercus palustris,pin oak,61-020 188 STREET,Queens,40.73999951,-73.78642261
Good,platanus x acerifolia,london planetree,75 HAWTHORNE STREET,Brooklyn,40.65741453,-73.9578684
Fair,ulmus pumila,siberian elm,190-017 HOLLIS COURT BOULEVARD,Queens,40.75228766,-73.78953099
Good,tilia americana,american linden,3341 WEBSTER AVENUE,Bronx,40.87705598,-73.87221339
Good,pyrus calleryana,callery pear,70 PURDY AVENUE,Staten Island,40.61045336,-74.12915299
Good,pyrus calleryana,callery pear,2992 BRUCKNER BOULEVARD,Bronx,40.83422606,-73.82543754
Good,prunus serotina,black cherry,80-042 234 STREET,Queens,40.73639564,-73.73729006
Good,zelkova serrata,japanese zelkova,101-059 104 STREET,Queens,40.68476072,-73.8382692
Good,gleditsia triacanthos var. inermis,honeylocust,4408 LOCUST POINT DRIVE,Bronx,40.81645805,-73.79984358
Good,prunus,cherry,147-018 133 AVENUE,Queens,40.66850852,-73.79120721
Good,platanus x acerifolia,london planetree,31-090 140 STREET,Queens,40.76936863,-73.82952918
Good,quercus palustris,pin oak,100-044 221 STREET,Queens,40.71431491,-73.73220347
Fair,acer rubrum,red maple,116 HENDRIX STREET,Brooklyn,40.67949273,-73.89116935
Good,platanus x acerifolia,london planetree,1527 EAST 29 STREET,Brooklyn,40.61373253,-73.94535601
Good,ginkgo biloba,ginkgo,53-019 MARATHON PARKWAY,Queens,40.76123964,-73.7323263
Poor,tilia americana,american linden,415 AVENUE P,Brooklyn,40.6089854,-73.97216471
Good,gleditsia triacanthos var. inermis,honeylocust,30 EAST 71 STREET,Manhattan,40.77098259,-73.96580197
Good,gleditsia triacanthos var. inermis,honeylocust,2 CLIFTON PLACE,Brooklyn,40.68768355,-73.96424741
Good,platanus x acerifolia,london planetree,337 ADELPHI STREET,Brooklyn,40.68725088,-73.97061866
Fair,tilia americana,american linden,242 WEST 121 STREET,Manhattan,40.80702277,-73.95179653
Good,styphnolobium japonicum,sophora,331 WEST 121 STREET,Manhattan,40.80835822,-73.95473725
Good,pyrus calleryana,callery pear,182 BLOOMINGDALE ROAD,Staten Island,40.52858931,-74.21736933
Good,quercus palustris,pin oak,104-012 94 AVENUE,Queens,40.6897927,-73.84027711
Fair,acer platanoides,norway maple,2122 HIMROD STREET,Queens,40.71109183,-73.90865215
